Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Tax status","In stock?",Stock,"Backorders allowed?","Sold individually?","Allow customer reviews?","Sale price","Regular price",Categories,Tags,Images,Parent,Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 3 default","Meta: _demo_rating","Meta: _demo_review_count"
simple,demo-022-washed-black-t-shirt,"Washed Black T-shirt",1,1,visible,"Washed Black T-shirt for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Washed Black T-shirt for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,29,0,0,1,,95,"Shop > Women > T-shirts, Party","graphic, cotton, summer, party, women",https://placehold.co/800x800/edf1ef/111111.png?text=Washed%20Black%20T-shirt,,22,Color,"Orange, Black, Blue",1,1,Orange,Size,"Small, Medium, Large, X-Large",1,1,Large,"Dress Style",Party,1,1,Party,4,90
simple,demo-023-sport-stripe-t-shirt,"Sport Stripe T-shirt",1,0,visible,"Sport Stripe T-shirt for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Sport Stripe T-shirt for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,36,0,0,1,,108,"Shop > Unisex > T-shirts, Gym","graphic, cotton, summer, gym, unisex",https://placehold.co/800x800/f1ecec/111111.png?text=Sport%20Stripe%20T-shirt,,23,Color,"Yellow, White, Green",1,1,Yellow,Size,"Medium, Large, X-Large, XX-Large",1,1,Large,"Dress Style",Gym,1,1,Gym,4.5,77
simple,demo-024-abstract-print-t-shirt,"Abstract Print T-shirt",1,0,visible,"Abstract Print T-shirt for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Abstract Print T-shirt for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,43,0,0,1,87,121,"Shop > Men > T-shirts, Casual","graphic, cotton, summer, casual, men","https://placehold.co/800x800/eceff3/111111.png?text=Abstract%20Print%20T-shirt%20Front, https://placehold.co/800x800/eceff3/111111.png?text=Abstract%20Print%20T-shirt%20Back, https://placehold.co/800x800/eceff3/111111.png?text=Abstract%20Print%20T-shirt%20Detail",,24,Color,"Purple, Grey, Olive",1,1,Purple,Size,"XX-Small, X-Small, Small, Medium",1,1,XX-Small,"Dress Style",Casual,1,1,Casual,5,86
simple,demo-025-oxford-button-down-shirt,"Oxford Button Down Shirt",1,0,visible,"Oxford Button Down Shirt for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Oxford Button Down Shirt for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,50,0,0,1,,134,"Shop > Women > Shirts, Formal","button-down, smart-casual, layering, formal, women",https://placehold.co/800x800/f2f0ef/111111.png?text=Oxford%20Button%20Down%20Shirt,,25,Color,"Pink, Navy, Red",1,1,Pink,Size,"X-Small, Small, Medium, Large",1,1,Large,"Dress Style",Formal,1,1,Formal,3,53
simple,demo-026-linen-blend-shirt,"Linen Blend Shirt",1,0,visible,"Linen Blend Shirt for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Linen Blend Shirt for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,0,notify,0,1,,147,"Shop > Unisex > Shirts, Party","button-down, smart-casual, layering, party, unisex",https://placehold.co/800x800/ece9e4/111111.png?text=Linen%20Blend%20Shirt,,26,Color,"Black, Blue, Burgundy",1,1,Black,Size,"Small, Medium, Large, X-Large",1,1,Large,"Dress Style",Party,1,1,Party,3.5,63
simple,demo-027-denim-overshirt,"Denim Overshirt",1,0,visible,"Denim Overshirt for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Denim Overshirt for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,64,0,0,1,,160,"Shop > Men > Shirts, Gym","button-down, smart-casual, layering, gym, men",https://placehold.co/800x800/edf1ef/111111.png?text=Denim%20Overshirt,,27,Color,"White, Green, Orange",1,1,White,Size,"Medium, Large, X-Large, XX-Large",1,1,Large,"Dress Style",Gym,1,1,Gym,4,72
simple,demo-028-camp-collar-shirt,"Camp Collar Shirt",1,0,visible,"Camp Collar Shirt for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Camp Collar Shirt for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,7,0,0,1,135,173,"Shop > Women > Shirts, Casual","button-down, smart-casual, layering, casual, women",https://placehold.co/800x800/f1ecec/111111.png?text=Camp%20Collar%20Shirt,,28,Color,"Grey, Olive, Yellow",1,1,Grey,Size,"XX-Small, X-Small, Small, Medium",1,1,XX-Small,"Dress Style",Casual,1,1,Casual,4.5,82
simple,demo-029-slim-fit-poplin-shirt,"Slim Fit Poplin Shirt",1,0,visible,"Slim Fit Poplin Shirt for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Slim Fit Poplin Shirt for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,14,0,0,1,,186,"Shop > Unisex > Shirts, Formal","button-down, smart-casual, layering, formal, unisex",https://placehold.co/800x800/eceff3/111111.png?text=Slim%20Fit%20Poplin%20Shirt,,29,Color,"Navy, Red, Purple",1,1,Navy,Size,"X-Small, Small, Medium, Large",1,1,Large,"Dress Style",Formal,1,1,Formal,5,91
simple,demo-030-textured-resort-shirt,"Textured Resort Shirt",1,0,visible,"Textured Resort Shirt for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Textured Resort Shirt for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,21,0,0,1,,199,"Shop > Men > Shirts, Party","button-down, smart-casual, layering, party, men","https://placehold.co/800x800/f2f0ef/111111.png?text=Textured%20Resort%20Shirt%20Front, https://placehold.co/800x800/f2f0ef/111111.png?text=Textured%20Resort%20Shirt%20Back, https://placehold.co/800x800/f2f0ef/111111.png?text=Textured%20Resort%20Shirt%20Detail, https://placehold.co/800x800/f2f0ef/111111.png?text=Textured%20Resort%20Shirt%20Model",,30,Color,"Blue, Burgundy, Pink",1,1,Blue,Size,"Small, Medium, Large, X-Large",1,1,Large,"Dress Style",Party,1,1,Party,3,58
simple,demo-031-plaid-flannel-shirt,"Plaid Flannel Shirt",1,0,visible,"Plaid Flannel Shirt for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Plaid Flannel Shirt for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,28,0,0,1,,212,"Shop > Women > Shirts, Gym","button-down, smart-casual, layering, gym, women",https://placehold.co/800x800/ece9e4/111111.png?text=Plaid%20Flannel%20Shirt,,31,Color,"Green, Orange, Black",1,1,Green,Size,"Medium, Large, X-Large, XX-Large",1,1,Large,"Dress Style",Gym,1,1,Gym,3.5,68
simple,demo-032-mandarin-collar-shirt,"Mandarin Collar Shirt",1,0,visible,"Mandarin Collar Shirt for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Mandarin Collar Shirt for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,35,0,0,1,183,225,"Shop > Unisex > Shirts, Casual","button-down, smart-casual, layering, casual, unisex",https://placehold.co/800x800/edf1ef/111111.png?text=Mandarin%20Collar%20Shirt,,32,Color,"Olive, Yellow, White",1,1,Olive,Size,"XX-Small, X-Small, Small, Medium",1,1,XX-Small,"Dress Style",Casual,1,1,Casual,4,77
simple,demo-033-chambray-work-shirt,"Chambray Work Shirt",1,1,visible,"Chambray Work Shirt for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Chambray Work Shirt for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,42,0,0,1,,238,"Shop > Men > Shirts, Formal","button-down, smart-casual, layering, formal, men",https://placehold.co/800x800/f1ecec/111111.png?text=Chambray%20Work%20Shirt,,33,Color,"Red, Purple, Grey",1,1,Red,Size,"X-Small, Small, Medium, Large",1,1,Large,"Dress Style",Formal,1,1,Formal,4.5,87
simple,demo-034-premium-twill-shirt,"Premium Twill Shirt",1,0,visible,"Premium Twill Shirt for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Premium Twill Shirt for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,49,0,0,1,,251,"Shop > Women > Shirts, Party","button-down, smart-casual, layering, party, women",https://placehold.co/800x800/eceff3/111111.png?text=Premium%20Twill%20Shirt,,34,Color,"Burgundy, Pink, Navy",1,1,Burgundy,Size,"Small, Medium, Large, X-Large",1,1,Large,"Dress Style",Party,1,1,Party,5,96
simple,demo-035-micro-pattern-shirt,"Micro Pattern Shirt",1,0,visible,"Micro Pattern Shirt for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Micro Pattern Shirt for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,56,0,0,1,,264,"Shop > Unisex > Shirts, Gym","button-down, smart-casual, layering, gym, unisex",https://placehold.co/800x800/f2f0ef/111111.png?text=Micro%20Pattern%20Shirt,,35,Color,"Orange, Black, Blue",1,1,Orange,Size,"Medium, Large, X-Large, XX-Large",1,1,Large,"Dress Style",Gym,1,1,Gym,3,63
simple,demo-036-utility-pocket-shirt,"Utility Pocket Shirt",1,0,visible,"Utility Pocket Shirt for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Utility Pocket Shirt for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,63,0,0,1,266,277,"Shop > Men > Shirts, Casual","button-down, smart-casual, layering, casual, men","https://placehold.co/800x800/ece9e4/111111.png?text=Utility%20Pocket%20Shirt%20Front, https://placehold.co/800x800/ece9e4/111111.png?text=Utility%20Pocket%20Shirt%20Back, https://placehold.co/800x800/ece9e4/111111.png?text=Utility%20Pocket%20Shirt%20Detail",,36,Color,"Yellow, White, Green",1,1,Yellow,Size,"XX-Small, X-Small, Small, Medium",1,1,XX-Small,"Dress Style",Casual,1,1,Casual,3.5,73
simple,demo-037-tailored-chino-shorts,"Tailored Chino Shorts",1,0,visible,"Tailored Chino Shorts for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Tailored Chino Shorts for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,6,0,0,1,,290,"Shop > Women > Shorts, Formal","summer, travel, relaxed, formal, women",https://placehold.co/800x800/edf1ef/111111.png?text=Tailored%20Chino%20Shorts,,37,Color,"Purple, Grey, Olive",1,1,Purple,Size,"X-Small, Small, Medium, Large",1,1,Large,"Dress Style",Formal,1,1,Formal,4,82
simple,demo-038-cargo-utility-shorts,"Cargo Utility Shorts",1,0,visible,"Cargo Utility Shorts for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Cargo Utility Shorts for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,13,0,0,1,,57,"Shop > Unisex > Shorts, Party","summer, travel, relaxed, party, unisex",https://placehold.co/800x800/f1ecec/111111.png?text=Cargo%20Utility%20Shorts,,38,Color,"Pink, Navy, Red",1,1,Pink,Size,"Small, Medium, Large, X-Large",1,1,Large,"Dress Style",Party,1,1,Party,4.5,92
simple,demo-039-drawstring-jersey-shorts,"Drawstring Jersey Shorts",1,0,visible,"Drawstring Jersey Shorts for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Drawstring Jersey Shorts for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,0,0,0,0,1,,70,"Shop > Men > Shorts, Gym","summer, travel, relaxed, gym, men",https://placehold.co/800x800/eceff3/111111.png?text=Drawstring%20Jersey%20Shorts,,39,Color,"Black, Blue, Burgundy",1,1,Black,Size,"Medium, Large, X-Large, XX-Large",1,1,Large,"Dress Style",Gym,1,1,Gym,5,101
simple,demo-040-swim-ready-shorts,"Swim Ready Shorts",1,0,visible,"Swim Ready Shorts for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Swim Ready Shorts for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,27,0,0,1,68,83,"Shop > Women > Shorts, Casual","summer, travel, relaxed, casual, women","https://placehold.co/800x800/f2f0ef/111111.png?text=Swim%20Ready%20Shorts%20Front, https://placehold.co/800x800/f2f0ef/111111.png?text=Swim%20Ready%20Shorts%20Back, https://placehold.co/800x800/f2f0ef/111111.png?text=Swim%20Ready%20Shorts%20Detail, https://placehold.co/800x800/f2f0ef/111111.png?text=Swim%20Ready%20Shorts%20Model",,40,Color,"White, Green, Orange",1,1,White,Size,"XX-Small, X-Small, Small, Medium",1,1,XX-Small,"Dress Style",Casual,1,1,Casual,3,68
simple,demo-041-pleated-cotton-shorts,"Pleated Cotton Shorts",1,0,visible,"Pleated Cotton Shorts for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Pleated Cotton Shorts for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,34,0,0,1,,96,"Shop > Unisex > Shorts, Formal","summer, travel, relaxed, formal, unisex",https://placehold.co/800x800/ece9e4/111111.png?text=Pleated%20Cotton%20Shorts,,41,Color,"Grey, Olive, Yellow",1,1,Grey,Size,"X-Small, Small, Medium, Large",1,1,Large,"Dress Style",Formal,1,1,Formal,3.5,78
simple,demo-042-relaxed-denim-shorts,"Relaxed Denim Shorts",1,0,visible,"Relaxed Denim Shorts for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Relaxed Denim Shorts for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,41,0,0,1,,109,"Shop > Men > Shorts, Party","summer, travel, relaxed, party, men","https://placehold.co/800x800/edf1ef/111111.png?text=Relaxed%20Denim%20Shorts%20Front, https://placehold.co/800x800/edf1ef/111111.png?text=Relaxed%20Denim%20Shorts%20Back, https://placehold.co/800x800/edf1ef/111111.png?text=Relaxed%20Denim%20Shorts%20Detail",,42,Color,"Navy, Red, Purple",1,1,Navy,Size,"Small, Medium, Large, X-Large",1,1,Large,"Dress Style",Party,1,1,Party,4,87
simple,demo-043-performance-training-shorts,"Performance Training Shorts",1,0,visible,"Performance Training Shorts for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Performance Training Shorts for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,48,0,0,1,,122,"Shop > Women > Shorts, Gym","summer, travel, relaxed, gym, women",https://placehold.co/800x800/f1ecec/111111.png?text=Performance%20Training%20Shorts,,43,Color,"Blue, Burgundy, Pink",1,1,Blue,Size,"Medium, Large, X-Large, XX-Large",1,1,Large,"Dress Style",Gym,1,1,Gym,4.5,97
simple,demo-044-washed-twill-shorts,"Washed Twill Shorts",1,1,visible,"Washed Twill Shorts for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Washed Twill Shorts for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,55,0,0,1,116,135,"Shop > Unisex > Shorts, Casual","summer, travel, relaxed, casual, unisex",https://placehold.co/800x800/eceff3/111111.png?text=Washed%20Twill%20Shorts,,44,Color,"Green, Orange, Black",1,1,Green,Size,"XX-Small, X-Small, Small, Medium",1,1,XX-Small,"Dress Style",Casual,1,1,Casual,5,106
simple,demo-045-lightweight-travel-shorts,"Lightweight Travel Shorts",1,0,visible,"Lightweight Travel Shorts for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Lightweight Travel Shorts for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,62,0,0,1,,148,"Shop > Men > Shorts, Formal","summer, travel, relaxed, formal, men",https://placehold.co/800x800/f2f0ef/111111.png?text=Lightweight%20Travel%20Shorts,,45,Color,"Olive, Yellow, White",1,1,Olive,Size,"X-Small, Small, Medium, Large",1,1,Large,"Dress Style",Formal,1,1,Formal,3,73
simple,demo-046-everyday-sweat-shorts,"Everyday Sweat Shorts",1,0,visible,"Everyday Sweat Shorts for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Everyday Sweat Shorts for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,5,0,0,1,,161,"Shop > Women > Shorts, Party","summer, travel, relaxed, party, women",https://placehold.co/800x800/ece9e4/111111.png?text=Everyday%20Sweat%20Shorts,,46,Color,"Red, Purple, Grey",1,1,Red,Size,"Small, Medium, Large, X-Large",1,1,Large,"Dress Style",Party,1,1,Party,3.5,60
variable,demo-047-straight-leg-jeans,"Straight Leg Jeans",1,0,visible,"Straight Leg Jeans for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Straight Leg Jeans for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,12,0,0,1,,174,"Shop > Unisex > Jeans, Gym","denim, everyday, streetwear, gym, unisex",https://placehold.co/800x800/edf1ef/111111.png?text=Straight%20Leg%20Jeans,,47,Color,"Burgundy, Pink, Navy",1,1,Burgundy,Size,"Medium, Large, X-Large, XX-Large",1,1,Large,"Dress Style",Gym,1,1,Gym,4,69
variation,demo-047-straight-leg-jeans-var-burgundy-medium,"Straight Leg Jeans - Burgundy / Medium",1,0,hidden,,,taxable,1,12,0,0,1,,174,,"gym, unisex",,demo-047-straight-leg-jeans,0,Color,Burgundy,0,1,Burgundy,Size,Medium,0,1,Medium,"Dress Style",Gym,0,1,Gym,4,68
variation,demo-047-straight-leg-jeans-var-burgundy-large,"Straight Leg Jeans - Burgundy / Large",1,0,hidden,,,taxable,1,11,0,0,1,,174,,"gym, unisex",,demo-047-straight-leg-jeans,1,Color,Burgundy,0,1,Burgundy,Size,Large,0,1,Large,"Dress Style",Gym,0,1,Gym,4,69
variation,demo-047-straight-leg-jeans-var-pink-medium,"Straight Leg Jeans - Pink / Medium",1,0,hidden,,,taxable,1,11,0,0,1,,174,,"gym, unisex",,demo-047-straight-leg-jeans,1,Color,Pink,0,1,Pink,Size,Medium,0,1,Medium,"Dress Style",Gym,0,1,Gym,4,69
variation,demo-047-straight-leg-jeans-var-pink-large,"Straight Leg Jeans - Pink / Large",1,0,hidden,,,taxable,1,10,0,0,1,,174,,"gym, unisex",,demo-047-straight-leg-jeans,2,Color,Pink,0,1,Pink,Size,Large,0,1,Large,"Dress Style",Gym,0,1,Gym,4,70
simple,demo-048-loose-fit-washed-jeans,"Loose Fit Washed Jeans",1,0,visible,"Loose Fit Washed Jeans for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Loose Fit Washed Jeans for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,19,0,0,1,164,187,"Shop > Men > Jeans, Casual","denim, everyday, streetwear, casual, men","https://placehold.co/800x800/f1ecec/111111.png?text=Loose%20Fit%20Washed%20Jeans%20Front, https://placehold.co/800x800/f1ecec/111111.png?text=Loose%20Fit%20Washed%20Jeans%20Back, https://placehold.co/800x800/f1ecec/111111.png?text=Loose%20Fit%20Washed%20Jeans%20Detail",,48,Color,"Orange, Black, Blue",1,1,Orange,Size,"XX-Small, X-Small, Small, Medium",1,1,XX-Small,"Dress Style",Casual,1,1,Casual,4.5,79
simple,demo-049-tapered-raw-denim-jeans,"Tapered Raw Denim Jeans",1,0,visible,"Tapered Raw Denim Jeans for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Tapered Raw Denim Jeans for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,26,0,0,1,,200,"Shop > Women > Jeans, Formal","denim, everyday, streetwear, formal, women",https://placehold.co/800x800/eceff3/111111.png?text=Tapered%20Raw%20Denim%20Jeans,,49,Color,"Yellow, White, Green",1,1,Yellow,Size,"X-Small, Small, Medium, Large",1,1,Large,"Dress Style",Formal,1,1,Formal,5,88
simple,demo-050-relaxed-carpenter-jeans,"Relaxed Carpenter Jeans",1,0,visible,"Relaxed Carpenter Jeans for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Relaxed Carpenter Jeans for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,33,0,0,1,,213,"Shop > Unisex > Jeans, Party","denim, everyday, streetwear, party, unisex","https://placehold.co/800x800/f2f0ef/111111.png?text=Relaxed%20Carpenter%20Jeans%20Front, https://placehold.co/800x800/f2f0ef/111111.png?text=Relaxed%20Carpenter%20Jeans%20Back, https://placehold.co/800x800/f2f0ef/111111.png?text=Relaxed%20Carpenter%20Jeans%20Detail, https://placehold.co/800x800/f2f0ef/111111.png?text=Relaxed%20Carpenter%20Jeans%20Model",,50,Color,"Purple, Grey, Olive",1,1,Purple,Size,"Small, Medium, Large, X-Large",1,1,Large,"Dress Style",Party,1,1,Party,3,55
simple,demo-051-slim-stretch-jeans,"Slim Stretch Jeans",1,0,visible,"Slim Stretch Jeans for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Slim Stretch Jeans for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,40,0,0,1,,226,"Shop > Men > Jeans, Gym","denim, everyday, streetwear, gym, men",https://placehold.co/800x800/ece9e4/111111.png?text=Slim%20Stretch%20Jeans,,51,Color,"Pink, Navy, Red",1,1,Pink,Size,"Medium, Large, X-Large, XX-Large",1,1,Large,"Dress Style",Gym,1,1,Gym,3.5,65
simple,demo-052-distressed-blue-jeans,"Distressed Blue Jeans",1,0,visible,"Distressed Blue Jeans for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Distressed Blue Jeans for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,0,notify,0,1,212,239,"Shop > Women > Jeans, Casual","denim, everyday, streetwear, casual, women",https://placehold.co/800x800/edf1ef/111111.png?text=Distressed%20Blue%20Jeans,,52,Color,"Black, Blue, Burgundy",1,1,Black,Size,"XX-Small, X-Small, Small, Medium",1,1,XX-Small,"Dress Style",Casual,1,1,Casual,4,74
simple,demo-053-black-rinse-jeans,"Black Rinse Jeans",1,0,visible,"Black Rinse Jeans for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Black Rinse Jeans for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,54,0,0,1,,252,"Shop > Unisex > Jeans, Formal","denim, everyday, streetwear, formal, unisex",https://placehold.co/800x800/f1ecec/111111.png?text=Black%20Rinse%20Jeans,,53,Color,"White, Green, Orange",1,1,White,Size,"X-Small, Small, Medium, Large",1,1,Large,"Dress Style",Formal,1,1,Formal,4.5,84
